RA,IAA,IEG,IPS,math,portuguese,has_lag,IAA__minus_1,IEG__minus_1,IPS__minus_1,math__minus_1,portuguese__minus_1,has_lag__minus_1,IAA__minus_2,IEG__minus_2,IPS__minus_2,math__minus_2,portuguese__minus_2,has_lag__minus_2,years
RA-1151,7.5,9.7,5.6,9.0,8.0,False,7.5,9.5,2.52,7.3,8.8,False,,,,,,,2.0
RA-1152,0.0,9.4,5.0,6.7,6.0,True,,,,,,,,,,,,,1.0
RA-1153,8.8,9.7,5.6,8.0,8.5,True,7.9,10.0,7.52,6.7,7.8,True,,,,,,,2.0
RA-1154,7.9,9.2,7.5,7.0,7.0,True,9.6,9.3,5.63,5.3,5.0,False,,,,,,,2.0
RA-1155,8.3,8.9,5.0,6.0,8.0,True,9.2,9.2,5.63,6.7,8.2,True,,,,,,,2.0
RA-1156,7.5,7.8,7.5,6.0,0.0,False,8.3,9.2,2.52,6.2,6.0,False,,,,,,,2.0
RA-1157,9.6,9.1,7.5,8.0,6.0,True,9.2,8.8,6.26,5.0,6.3,True,,,,,,,2.0
RA-1158,7.5,8.6,2.52,5.3,5.0,True,,,,,,,,,,,,,1.0
RA-1159,5.8,6.6,2.52,5.2,1.5,False,,,,,,,,,,,,,1.0
RA-1160,8.8,8.2,7.5,5.5,2.0,True,9.6,8.7,2.52,4.8,2.7,False,,,,,,,2.0
RA-1161,6.3,8.1,2.52,7.3,6.5,False,,,,,,,,,,,,,1.0
RA-1162,7.9,9.1,6.3,4.0,7.5,False,8.3,8.5,3.77,7.3,5.5,False,,,,,,,2.0
RA-1163,8.3,9.8,7.5,9.5,6.5,False,8.8,9.3,7.52,7.0,6.7,True,,,,,,,2.0
RA-1164,9.2,7.5,2.52,7.0,7.5,False,,,,,,,,,,,,,1.0
RA-1165,8.8,6.8,8.1,9.0,7.5,False,9.2,9.1,5.0,7.0,6.0,False,,,,,,,2.0
RA-1166,8.3,8.5,6.3,5.0,7.0,True,8.3,9.6,7.52,5.3,2.8,True,,,,,,,2.0
RA-1167,8.8,7.6,2.52,6.0,3.7,True,,,,,,,,,,,,,1.0
RA-1168,9.6,7.7,7.5,8.5,3.5,True,0.0,8.8,2.52,5.0,2.0,False,,,,,,,2.0
RA-1169,6.3,8.4,5.6,6.0,6.5,True,7.5,9.5,5.0,6.8,7.3,True,,,,,,,2.0
RA-1170,9.2,5.6,8.1,1.0,2.5,True,8.8,7.7,7.52,6.0,6.8,True,,,,,,,2.0
RA-1171,8.3,7.2,7.5,5.0,9.5,True,7.9,8.4,5.0,7.3,9.0,True,,,,,,,2.0
RA-1172,7.5,6.1,6.3,0.0,5.0,True,8.3,7.8,2.52,6.0,5.7,True,,,,,,,2.0
RA-1173,9.2,9.7,7.5,6.0,7.5,False,8.8,9.7,2.52,7.0,5.0,False,,,,,,,2.0
RA-1174,8.8,8.3,6.3,5.0,3.0,False,9.2,8.7,2.52,6.5,7.2,True,,,,,,,2.0
RA-1175,8.3,5.3,2.52,6.3,6.3,True,,,,,,,,,,,,,1.0
RA-1176,8.8,9.7,6.3,10.0,8.0,False,8.3,9.3,7.52,8.0,7.8,False,,,,,,,2.0
RA-1177,8.8,9.8,6.3,9.5,5.5,False,10.0,9.9,2.52,7.0,6.7,False,,,,,,,2.0
RA-1178,8.8,9.7,6.3,9.0,8.0,True,8.8,9.3,2.52,6.3,4.5,True,,,,,,,2.0
RA-1179,9.6,8.1,4.38,6.7,3.7,True,,,,,,,,,,,,,1.0
RA-1180,8.3,9.5,5.0,6.0,4.8,True,,,,,,,,,,,,,1.0
RA-1181,9.2,5.0,6.3,1.0,1.0,False,8.8,8.3,2.52,5.7,4.3,False,,,,,,,2.0
RA-1182,7.5,6.3,2.52,5.3,2.0,True,,,,,,,,,,,,,1.0
RA-1183,7.5,8.7,2.52,6.0,4.0,True,,,,,,,,,,,,,1.0
RA-1184,6.7,8.7,7.5,6.0,7.0,True,8.3,8.3,5.0,8.0,5.5,True,,,,,,,2.0
RA-1185,7.5,9.1,5.0,6.7,6.3,False,,,,,,,,,,,,,1.0
RA-1186,8.8,9.8,6.89,6.7,5.2,True,,,,,,,,,,,,,1.0
RA-1187,8.8,6.9,2.52,4.7,5.0,False,,,,,,,,,,,,,1.0
RA-1190,0.0,9.2,5.0,3.0,4.2,False,,,,,,,,,,,,,1.0
RA-1191,7.5,7.2,5.0,2.3,2.5,False,,,,,,,,,,,,,1.0
RA-1192,7.9,8.7,2.52,4.7,6.0,True,,,,,,,,,,,,,1.0
RA-1193,8.8,7.8,5.6,3.0,6.0,True,0.0,7.8,5.0,3.7,3.5,False,,,,,,,2.0
RA-1194,8.8,9.0,5.0,6.0,4.2,False,,,,,,,,,,,,,1.0
RA-1195,9.6,9.9,5.6,8.0,5.0,True,0.0,8.3,2.52,4.3,4.7,True,,,,,,,2.0
RA-1196,0.0,8.2,5.0,8.0,6.2,False,,,,,,,,,,,,,1.0
RA-1197,6.7,8.4,5.0,5.3,7.2,True,,,,,,,,,,,,,1.0
RA-1198,8.8,9.5,7.5,0.0,1.0,True,8.3,9.4,6.26,7.3,3.7,True,,,,,,,2.0
RA-1199,7.5,8.6,5.0,10.0,7.0,True,6.7,9.1,5.0,6.8,5.0,True,,,,,,,2.0
RA-1200,7.9,7.1,6.3,0.0,4.5,True,0.0,6.4,5.0,4.3,2.3,False,,,,,,,2.0
RA-1201,8.8,9.5,7.5,9.0,8.0,True,9.2,9.6,3.77,8.3,6.5,False,,,,,,,2.0
RA-1202,7.1,7.6,7.52,4.5,3.3,True,,,,,,,,,,,,,1.0
RA-1203,9.2,9.6,7.5,8.5,9.0,False,9.2,10.0,2.52,6.7,5.8,True,,,,,,,2.0
RA-1204,7.5,8.7,5.0,5.0,3.7,True,,,,,,,,,,,,,1.0
RA-1205,9.2,9.2,6.26,5.2,3.7,True,,,,,,,,,,,,,1.0
RA-1206,8.8,8.3,2.52,4.7,3.7,True,,,,,,,,,,,,,1.0
RA-1207,8.3,6.6,7.5,4.5,1.5,True,8.8,9.0,5.0,5.0,4.0,False,,,,,,,2.0
RA-1208,8.8,8.8,2.52,5.0,4.8,False,,,,,,,,,,,,,1.0
RA-1209,7.5,9.4,5.0,7.7,5.7,True,,,,,,,,,,,,,1.0
RA-1210,9.6,10.0,7.5,5.0,6.5,False,9.6,9.4,5.0,5.0,2.0,True,,,,,,,2.0
RA-1211,7.1,9.1,5.0,6.3,4.5,True,,,,,,,,,,,,,1.0
RA-1212,8.3,8.9,5.0,0.0,3.5,True,,,,,,,,,,,,,1.0
RA-1213,0.0,8.4,2.52,6.7,4.8,True,,,,,,,,,,,,,1.0
RA-1214,10.0,9.1,8.1,8.0,6.0,False,9.6,9.8,6.89,8.0,5.0,False,,,,,,,2.0
RA-1215,7.1,5.6,5.0,5.0,2.7,False,,,,,,,,,,,,,1.0
RA-1216,9.6,9.0,5.63,8.7,5.3,True,,,,,,,,,,,,,1.0
RA-1217,0.0,7.9,5.63,7.0,4.0,True,,,,,,,,,,,,,1.0
RA-1218,7.5,9.2,5.0,6.7,3.5,True,,,,,,,,,,,,,1.0
RA-1219,8.8,6.5,5.63,7.2,5.5,False,,,,,,,,,,,,,1.0
RA-1220,7.1,8.6,6.9,9.0,7.0,True,0.0,9.0,5.0,8.8,5.3,True,,,,,,,2.0
RA-1221,9.2,9.1,6.26,8.2,8.0,True,,,,,,,,,,,,,1.0
RA-1222,7.1,10.0,5.63,5.0,6.5,True,,,,,,,,,,,,,1.0
RA-1223,8.8,9.3,5.0,9.5,8.3,False,,,,,,,,,,,,,1.0
RA-1224,8.3,9.4,5.0,8.2,6.3,True,,,,,,,,,,,,,1.0
RA-1275,10.0,8.7,6.3,10.0,6.0,False,,,,,,,,,,,,,1.0
RA-1276,10.0,9.3,3.8,10.0,6.0,False,,,,,,,,,,,,,1.0
RA-1277,10.0,9.1,3.8,10.0,6.0,False,,,,,,,,,,,,,1.0
RA-1278,9.0,4.2,3.8,8.0,7.0,True,,,,,,,,,,,,,1.0
RA-1279,10.0,10.0,6.3,9.0,7.5,True,,,,,,,,,,,,,1.0
RA-1280,10.0,9.5,6.3,10.0,7.0,True,,,,,,,,,,,,,1.0
RA-1281,7.9,9.5,6.3,10.0,8.5,True,,,,,,,,,,,,,1.0
RA-1282,9.5,8.1,6.3,10.0,8.5,True,,,,,,,,,,,,,1.0
RA-1283,10.0,9.2,7.5,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1284,9.0,9.3,2.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1285,10.0,8.8,2.5,8.0,8.0,False,,,,,,,,,,,,,1.0
RA-1286,8.0,5.1,2.5,8.0,6.0,False,,,,,,,,,,,,,1.0
RA-1287,10.0,9.3,2.5,8.0,7.5,True,,,,,,,,,,,,,1.0
RA-1288,9.0,8.0,2.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1289,7.0,9.4,7.5,9.0,6.5,True,,,,,,,,,,,,,1.0
RA-1290,10.0,10.0,7.5,10.0,7.5,True,,,,,,,,,,,,,1.0
RA-1291,9.5,9.5,7.5,10.0,6.5,True,,,,,,,,,,,,,1.0
RA-1292,7.5,4.8,7.5,10.0,6.5,True,,,,,,,,,,,,,1.0
RA-1293,8.0,9.5,7.5,8.5,8.5,True,,,,,,,,,,,,,1.0
RA-1294,9.5,10.0,7.5,9.0,6.5,True,,,,,,,,,,,,,1.0
RA-1295,10.0,9.5,2.5,7.0,8.0,False,,,,,,,,,,,,,1.0
RA-1296,9.0,8.4,2.5,7.5,5.5,True,,,,,,,,,,,,,1.0
RA-1297,9.5,9.8,2.5,10.0,8.5,True,,,,,,,,,,,,,1.0
RA-1298,9.5,6.6,7.5,7.0,6.5,False,,,,,,,,,,,,,1.0
RA-1299,8.5,7.6,7.5,7.0,6.0,True,,,,,,,,,,,,,1.0
RA-1300,8.5,8.8,2.5,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1301,9.5,2.9,2.5,10.0,4.0,True,,,,,,,,,,,,,1.0
RA-1302,10.0,5.4,2.5,4.0,4.0,False,,,,,,,,,,,,,1.0
RA-1303,10.0,10.0,2.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1304,9.0,8.0,8.1,6.0,6.0,True,,,,,,,,,,,,,1.0
RA-1305,8.5,8.7,2.5,2.0,7.5,True,,,,,,,,,,,,,1.0
RA-1306,9.0,10.0,8.1,10.0,9.5,True,,,,,,,,,,,,,1.0
RA-1307,10.0,5.8,6.3,7.0,4.0,False,,,,,,,,,,,,,1.0
RA-1308,10.0,7.4,7.5,8.0,4.0,True,,,,,,,,,,,,,1.0
RA-1309,9.0,9.2,7.5,8.0,7.0,False,,,,,,,,,,,,,1.0
RA-1310,8.5,9.4,2.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1311,9.0,9.2,2.5,0.0,0.0,False,,,,,,,,,,,,,1.0
RA-1312,10.0,8.3,7.5,8.0,5.0,True,,,,,,,,,,,,,1.0
RA-1313,9.5,8.1,7.5,4.0,8.5,False,,,,,,,,,,,,,1.0
RA-1314,7.4,8.5,7.5,8.0,10.0,False,,,,,,,,,,,,,1.0
RA-1315,6.8,8.3,7.5,10.0,8.0,False,,,,,,,,,,,,,1.0
RA-1316,9.0,8.2,7.5,9.0,6.5,True,,,,,,,,,,,,,1.0
RA-1317,7.5,7.1,7.5,10.0,10.0,True,,,,,,,,,,,,,1.0
RA-1318,8.5,7.7,7.5,4.0,6.0,True,,,,,,,,,,,,,1.0
RA-1319,8.5,5.8,7.5,10.0,7.0,True,,,,,,,,,,,,,1.0
RA-1320,9.0,9.2,7.5,9.0,7.5,True,,,,,,,,,,,,,1.0
RA-1321,9.0,8.9,6.9,10.0,7.5,False,,,,,,,,,,,,,1.0
RA-1322,9.5,9.0,7.5,8.5,6.5,False,,,,,,,,,,,,,1.0
RA-1323,10.0,9.1,7.5,10.0,4.0,True,,,,,,,,,,,,,1.0
RA-1324,10.0,10.0,7.5,10.0,7.0,True,,,,,,,,,,,,,1.0
RA-1325,9.0,9.5,7.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1326,9.0,9.3,7.5,0.0,9.0,False,,,,,,,,,,,,,1.0
RA-1327,9.0,9.3,7.5,10.0,5.0,False,,,,,,,,,,,,,1.0
RA-1328,8.5,8.2,7.5,10.0,10.0,True,,,,,,,,,,,,,1.0
RA-1329,9.5,10.0,7.5,10.0,3.0,False,,,,,,,,,,,,,1.0
RA-1330,10.0,9.3,7.5,10.0,9.0,False,,,,,,,,,,,,,1.0
RA-1331,9.0,7.3,7.5,8.0,6.5,False,,,,,,,,,,,,,1.0
RA-1332,8.5,9.4,7.5,10.0,6.5,True,,,,,,,,,,,,,1.0
RA-1333,7.5,10.0,6.3,10.0,8.5,True,,,,,,,,,,,,,1.0
RA-1334,10.0,10.0,5.6,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1335,9.0,9.8,7.5,10.0,7.5,True,,,,,,,,,,,,,1.0
RA-1336,9.5,6.2,2.5,10.0,9.0,True,,,,,,,,,,,,,1.0
RA-1337,8.0,4.7,7.5,6.0,6.0,True,,,,,,,,,,,,,1.0
RA-1338,8.0,8.7,7.5,2.0,4.0,True,,,,,,,,,,,,,1.0
RA-1339,8.5,10.0,6.9,10.0,7.5,True,,,,,,,,,,,,,1.0
RA-1340,9.5,8.4,7.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1341,10.0,9.2,7.5,10.0,10.0,True,,,,,,,,,,,,,1.0
RA-1342,9.5,9.8,7.5,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1343,8.0,10.0,7.5,10.0,9.5,False,,,,,,,,,,,,,1.0
RA-1344,8.5,10.0,7.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1345,8.5,9.5,7.5,6.0,6.5,True,,,,,,,,,,,,,1.0
RA-1346,9.5,8.1,7.5,5.0,6.0,False,,,,,,,,,,,,,1.0
RA-1347,8.5,8.8,2.5,5.0,5.0,True,,,,,,,,,,,,,1.0
RA-1348,7.5,8.6,7.5,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1349,8.0,8.4,7.5,10.0,7.0,True,,,,,,,,,,,,,1.0
RA-1350,8.5,10.0,8.8,10.0,7.0,True,,,,,,,,,,,,,1.0
RA-1351,9.0,9.2,8.1,10.0,7.5,True,,,,,,,,,,,,,1.0
RA-1352,10.0,9.5,8.1,8.0,9.0,True,,,,,,,,,,,,,1.0
RA-1353,8.0,9.5,7.5,3.5,2.5,True,,,,,,,,,,,,,1.0
RA-1354,9.5,8.4,7.5,6.5,5.5,True,,,,,,,,,,,,,1.0
RA-1355,10.0,6.5,7.5,8.0,6.0,True,,,,,,,,,,,,,1.0
RA-1356,9.0,9.4,7.5,5.5,5.5,False,,,,,,,,,,,,,1.0
RA-1357,8.0,7.5,7.5,8.0,5.5,True,,,,,,,,,,,,,1.0
RA-1358,9.2,7.4,5.0,4.0,4.0,False,,,,,,,,,,,,,1.0
RA-1359,8.5,9.0,5.6,4.0,8.0,False,,,,,,,,,,,,,1.0
RA-1360,8.5,7.0,7.5,0.0,10.0,False,,,,,,,,,,,,,1.0
RA-1361,9.5,9.4,5.6,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1362,10.0,6.9,5.6,8.0,9.0,False,,,,,,,,,,,,,1.0
RA-1363,7.4,10.0,5.6,6.5,6.5,False,,,,,,,,,,,,,1.0
RA-1364,8.0,8.4,7.5,9.5,8.0,True,,,,,,,,,,,,,1.0
RA-1365,9.0,9.8,6.3,5.5,7.5,True,,,,,,,,,,,,,1.0
RA-1366,9.0,6.6,7.5,6.5,6.5,True,,,,,,,,,,,,,1.0
RA-1367,10.0,8.4,7.5,9.0,8.5,False,,,,,,,,,,,,,1.0
RA-1368,7.0,10.0,7.5,10.0,9.0,False,,,,,,,,,,,,,1.0
RA-1369,8.5,8.6,6.3,8.0,8.0,False,,,,,,,,,,,,,1.0
RA-1370,10.0,8.7,7.5,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1371,7.5,7.0,7.5,3.0,6.0,True,,,,,,,,,,,,,1.0
RA-1372,9.5,10.0,8.1,3.0,6.5,False,,,,,,,,,,,,,1.0
RA-1373,9.5,8.9,7.5,6.0,7.5,True,,,,,,,,,,,,,1.0
RA-1374,9.5,9.3,7.5,5.0,5.5,True,,,,,,,,,,,,,1.0
RA-1375,9.5,10.0,7.5,10.0,6.5,True,,,,,,,,,,,,,1.0
RA-1376,9.0,9.6,7.5,10.0,9.5,True,,,,,,,,,,,,,1.0
RA-1377,9.0,10.0,8.1,5.0,6.0,False,,,,,,,,,,,,,1.0
RA-1378,9.0,9.3,8.1,7.5,6.0,True,,,,,,,,,,,,,1.0
RA-1379,9.5,8.7,3.8,8.5,6.0,True,,,,,,,,,,,,,1.0
RA-1380,9.5,8.8,4.4,10.0,6.0,False,,,,,,,,,,,,,1.0
RA-1381,9.5,10.0,8.1,10.0,9.0,False,,,,,,,,,,,,,1.0
RA-1382,8.5,9.8,7.5,8.0,7.0,True,,,,,,,,,,,,,1.0
RA-1383,8.5,9.3,7.5,10.0,7.0,False,,,,,,,,,,,,,1.0
RA-1384,8.0,7.6,7.5,5.0,5.0,True,,,,,,,,,,,,,1.0
RA-1385,10.0,10.0,4.4,9.0,7.0,True,,,,,,,,,,,,,1.0
RA-1386,9.0,9.8,7.5,8.5,6.0,True,,,,,,,,,,,,,1.0
RA-1387,9.5,8.8,7.5,9.0,7.0,True,,,,,,,,,,,,,1.0
RA-1388,9.0,8.2,6.9,4.0,6.0,True,,,,,,,,,,,,,1.0
RA-1389,9.0,9.8,6.9,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1390,9.5,9.8,5.0,8.0,8.5,False,,,,,,,,,,,,,1.0
RA-1391,8.5,9.3,7.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1392,9.0,5.6,7.5,0.0,0.0,True,,,,,,,,,,,,,1.0
RA-1393,9.5,7.5,3.8,10.0,0.0,False,,,,,,,,,,,,,1.0
RA-1394,9.5,8.7,7.5,5.5,6.0,True,,,,,,,,,,,,,1.0
RA-1395,9.5,10.0,7.5,7.5,8.0,False,,,,,,,,,,,,,1.0
RA-1396,9.5,10.0,7.5,6.0,7.0,True,,,,,,,,,,,,,1.0
RA-1397,9.0,10.0,6.3,7.0,7.0,True,,,,,,,,,,,,,1.0
RA-1398,6.9,9.6,7.5,8.0,8.0,True,,,,,,,,,,,,,1.0
RA-1399,9.0,9.8,5.0,6.0,6.0,True,,,,,,,,,,,,,1.0
RA-1400,8.4,6.7,7.5,6.5,8.0,False,,,,,,,,,,,,,1.0
RA-1401,6.9,8.9,7.5,10.0,10.0,True,,,,,,,,,,,,,1.0
RA-1402,10.0,9.5,7.5,7.0,7.5,False,,,,,,,,,,,,,1.0
RA-1403,9.0,9.3,7.5,7.5,10.0,True,,,,,,,,,,,,,1.0
RA-1404,8.5,9.1,7.5,6.0,9.0,False,,,,,,,,,,,,,1.0
RA-1405,8.0,8.6,7.5,8.0,9.5,False,,,,,,,,,,,,,1.0
RA-1406,8.0,8.9,7.5,5.5,9.5,True,,,,,,,,,,,,,1.0
RA-1407,10.0,9.3,7.5,5.5,6.0,True,,,,,,,,,,,,,1.0
RA-1408,10.0,8.4,7.5,5.5,8.0,True,,,,,,,,,,,,,1.0
RA-1409,10.0,9.1,7.5,7.5,7.0,True,,,,,,,,,,,,,1.0
RA-1410,9.0,8.1,7.5,6.5,6.0,True,,,,,,,,,,,,,1.0
RA-1411,9.0,9.5,6.3,5.5,0.0,True,,,,,,,,,,,,,1.0
RA-1412,10.0,9.3,7.5,10.0,9.5,False,,,,,,,,,,,,,1.0
RA-1413,9.0,8.6,7.5,7.5,7.0,True,,,,,,,,,,,,,1.0
RA-1414,9.5,9.3,6.9,10.0,7.0,False,,,,,,,,,,,,,1.0
RA-1415,8.0,9.8,6.3,6.5,7.0,True,,,,,,,,,,,,,1.0
RA-1416,8.5,8.3,7.5,6.5,9.0,True,,,,,,,,,,,,,1.0
RA-1417,9.0,9.3,7.5,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1418,8.5,9.1,7.5,8.5,8.0,True,,,,,,,,,,,,,1.0
RA-1419,8.5,10.0,7.5,6.0,9.0,False,,,,,,,,,,,,,1.0
RA-1420,7.9,5.5,6.3,5.0,4.0,True,,,,,,,,,,,,,1.0
RA-1421,9.0,6.8,7.5,8.0,7.0,True,,,,,,,,,,,,,1.0
RA-1422,9.5,7.5,7.5,0.0,9.5,True,,,,,,,,,,,,,1.0
RA-1423,8.5,5.3,7.5,4.0,7.5,True,,,,,,,,,,,,,1.0
RA-1424,9.0,8.9,7.5,7.5,7.0,True,,,,,,,,,,,,,1.0
RA-1425,9.0,6.8,7.5,6.0,8.0,True,,,,,,,,,,,,,1.0
RA-1426,9.5,5.8,7.5,5.5,0.0,True,,,,,,,,,,,,,1.0
RA-1427,9.5,10.0,7.5,6.5,9.5,True,,,,,,,,,,,,,1.0
RA-1428,8.5,8.9,7.5,7.0,9.0,True,,,,,,,,,,,,,1.0
RA-1429,9.5,8.9,7.5,8.5,7.0,True,,,,,,,,,,,,,1.0
RA-1430,8.5,10.0,7.5,6.0,6.5,True,,,,,,,,,,,,,1.0
RA-1431,9.0,7.7,7.5,8.0,8.0,True,,,,,,,,,,,,,1.0
RA-1432,10.0,10.0,7.5,10.0,9.0,True,,,,,,,,,,,,,1.0
RA-1433,8.5,9.1,7.5,8.0,9.5,True,,,,,,,,,,,,,1.0
RA-1434,8.5,8.0,6.3,10.0,8.0,True,,,,,,,,,,,,,1.0
RA-1435,9.5,7.8,7.5,7.5,7.5,False,,,,,,,,,,,,,1.0
RA-1436,7.4,8.7,7.5,8.0,8.0,True,,,,,,,,,,,,,1.0
RA-1437,8.5,9.3,7.5,8.0,8.0,True,,,,,,,,,,,,,1.0
RA-1438,10.0,9.0,7.5,6.0,8.0,True,,,,,,,,,,,,,1.0
RA-1439,7.5,10.0,7.5,9.0,8.0,True,,,,,,,,,,,,,1.0
RA-1440,9.0,9.5,7.5,9.0,0.0,True,,,,,,,,,,,,,1.0
RA-1441,9.5,9.1,7.5,9.0,8.0,False,,,,,,,,,,,,,1.0
RA-1442,8.0,8.7,7.5,8.5,6.0,True,,,,,,,,,,,,,1.0
RA-1443,6.9,7.5,6.3,6.5,7.0,True,,,,,,,,,,,,,1.0
RA-1444,8.5,5.3,7.5,8.0,4.0,True,,,,,,,,,,,,,1.0
RA-1445,9.5,9.5,7.5,6.5,8.0,True,,,,,,,,,,,,,1.0
RA-1446,8.0,6.7,6.3,0.0,0.0,False,,,,,,,,,,,,,1.0
RA-1447,9.5,9.7,7.5,6.5,4.0,True,,,,,,,,,,,,,1.0
RA-1448,9.0,9.5,7.5,6.0,6.0,True,,,,,,,,,,,,,1.0
RA-1449,7.4,8.3,7.5,6.5,7.0,True,,,,,,,,,,,,,1.0
RA-1450,9.5,8.6,7.5,0.0,7.0,False,,,,,,,,,,,,,1.0
RA-1451,10.0,8.8,7.5,6.0,6.0,True,,,,,,,,,,,,,1.0
RA-1452,9.0,10.0,7.5,7.0,8.5,False,,,,,,,,,,,,,1.0
RA-1453,8.5,7.8,6.3,4.5,8.5,True,,,,,,,,,,,,,1.0
RA-1454,8.0,5.9,7.5,7.5,8.0,False,,,,,,,,,,,,,1.0
RA-1456,9.5,9.5,7.5,5.5,10.0,False,,,,,,,,,,,,,1.0
RA-1457,3.5,8.0,7.5,2.5,3.0,True,,,,,,,,,,,,,1.0
RA-1458,8.8,7.3,7.5,0.5,6.0,True,,,,,,,,,,,,,1.0
RA-1459,8.0,8.3,7.5,2.0,5.5,True,,,,,,,,,,,,,1.0
RA-1460,9.5,7.5,7.5,2.5,4.0,False,,,,,,,,,,,,,1.0
RA-1461,10.0,9.3,7.5,0.5,5.0,True,,,,,,,,,,,,,1.0
RA-1462,8.5,10.0,7.5,6.0,7.0,True,,,,,,,,,,,,,1.0
RA-1463,8.5,9.7,7.5,10.0,10.0,False,,,,,,,,,,,,,1.0
RA-1464,8.0,7.8,7.5,4.0,8.5,True,,,,,,,,,,,,,1.0
RA-1465,7.4,8.8,7.5,5.0,6.5,True,,,,,,,,,,,,,1.0
RA-1466,10.0,7.4,7.5,7.0,8.0,False,,,,,,,,,,,,,1.0
RA-1467,9.0,9.0,7.5,9.0,9.5,False,,,,,,,,,,,,,1.0
RA-1468,8.5,9.0,7.5,4.5,9.5,False,,,,,,,,,,,,,1.0
RA-1469,8.5,9.4,7.5,6.0,3.5,True,,,,,,,,,,,,,1.0
RA-1470,8.0,6.4,6.3,5.0,5.0,True,,,,,,,,,,,,,1.0
RA-1471,10.0,7.2,7.5,8.0,7.0,True,,,,,,,,,,,,,1.0
RA-1472,8.5,10.0,7.5,9.0,8.5,False,,,,,,,,,,,,,1.0
RA-1473,9.5,8.4,5.6,6.0,4.5,True,,,,,,,,,,,,,1.0
RA-1474,8.0,8.0,5.6,7.0,8.0,False,,,,,,,,,,,,,1.0
RA-1475,9.0,8.1,7.5,7.0,3.0,False,,,,,,,,,,,,,1.0
RA-1476,9.5,10.0,5.6,8.0,9.0,False,,,,,,,,,,,,,1.0
RA-1477,8.0,8.0,7.5,5.0,5.0,False,,,,,,,,,,,,,1.0
RA-1478,8.0,6.7,6.3,4.0,4.5,False,,,,,,,,,,,,,1.0
RA-1479,8.5,6.2,7.5,4.0,4.5,False,,,,,,,,,,,,,1.0
RA-1481,8.5,8.8,7.5,4.0,5.5,True,,,,,,,,,,,,,1.0
RA-1482,8.5,5.0,7.5,0.0,0.0,True,,,,,,,,,,,,,1.0
RA-1483,9.5,7.9,7.5,6.0,7.0,False,,,,,,,,,,,,,1.0
RA-1484,9.0,10.0,6.3,5.0,9.0,True,,,,,,,,,,,,,1.0
RA-1485,9.0,7.7,5.6,5.0,5.0,True,,,,,,,,,,,,,1.0
RA-1486,8.0,5.4,6.3,6.0,5.5,False,,,,,,,,,,,,,1.0
RA-1487,10.0,9.6,6.3,7.0,9.5,True,,,,,,,,,,,,,1.0
RA-1488,8.0,7.1,7.5,7.0,0.0,False,,,,,,,,,,,,,1.0
RA-1489,9.0,5.8,6.3,5.0,5.0,True,,,,,,,,,,,,,1.0
RA-1490,8.5,9.6,6.3,8.0,7.5,True,,,,,,,,,,,,,1.0
RA-1491,9.0,6.3,7.5,6.0,7.0,False,,,,,,,,,,,,,1.0
RA-1492,8.0,8.8,7.5,6.0,10.0,False,,,,,,,,,,,,,1.0
RA-1493,8.5,7.8,7.5,3.5,4.5,True,,,,,,,,,,,,,1.0
RA-1494,0.0,6.8,7.5,8.5,0.0,False,,,,,,,,,,,,,1.0
RA-1495,9.0,8.3,7.5,8.5,8.0,False,,,,,,,,,,,,,1.0
RA-1496,9.0,5.7,7.5,2.5,6.0,False,,,,,,,,,,,,,1.0
RA-1497,0.0,5.0,7.5,4.0,0.0,False,,,,,,,,,,,,,1.0
RA-1498,8.5,7.8,7.5,5.0,9.0,True,,,,,,,,,,,,,1.0
RA-1499,8.4,9.3,6.9,6.0,7.0,False,,,,,,,,,,,,,1.0
RA-1500,9.5,8.3,6.9,2.0,5.0,False,,,,,,,,,,,,,1.0
RA-1501,9.5,10.0,7.5,4.5,5.5,False,,,,,,,,,,,,,1.0
RA-1502,8.0,7.6,7.5,3.5,7.0,True,,,,,,,,,,,,,1.0
RA-1503,7.5,10.0,7.5,3.0,2.5,True,,,,,,,,,,,,,1.0
RA-1504,7.5,4.6,5.6,5.0,8.5,True,,,,,,,,,,,,,1.0
RA-1505,9.5,7.5,7.5,3.0,4.5,True,,,,,,,,,,,,,1.0
RA-1506,8.0,8.4,7.5,0.0,7.0,False,,,,,,,,,,,,,1.0
